x y flux0 flux1 flux2 width rv
 25.054  31.585 1.82e-17 1.37e-17 8.45e-18  6.25 -2281.55
 25.341  31.501 1.56e-17 1.27e-17 8.39e-18 14.83 -2281.63
 25.362  31.730 1.73e-17 1.47e-17 9.44e-18  9.96 -2281.47
 25.409  31.756 1.60e-17 1.16e-17 8.29e-18 20.78 -2281.48
 25.416  31.757 1.74e-17 1.07e-17 7.77e-18 22.22 -2281.48
 25.443  31.703 1.77e-17 1.47e-17 9.43e-18 10.98 -2281.29
 25.460  31.722 2.23e-17 1.46e-17 9.98e-18  6.48 -2281.33
 25.475  31.796 1.82e-17 1.37e-17 9.17e-18 17.02 -2281.41
 25.487  31.742 1.56e-17 1.14e-17 8.66e-18 12.21 -2281.45
 25.494  31.633 1.81e-17 1.29e-17 8.24e-18 10.72 -2281.51
 25.496  31.722 2.14e-17 1.52e-17 1.01e-17 16.47 -2281.50
 25.496  31.778 1.86e-17 1.29e-17 8.49e-18 17.90 -2281.38
 25.506  31.773 1.57e-17 1.34e-17 9.02e-18 15.01 -2281.31
 25.506  31.772 1.83e-17 1.35e-17 7.87e-18 17.15 -2281.37
 25.507  31.770 1.79e-17 1.11e-17 8.36e-18 12.35 -2281.38
 25.509  31.787 1.90e-17 1.54e-17 1.06e-17 11.41 -2281.50
 25.510  31.773 2.02e-17 1.39e-17 8.97e-18 14.41 -2281.51
 25.510  31.775 1.88e-17 1.14e-17 8.11e-18  9.00 -2281.50
 25.548  31.797 1.58e-17 1.13e-17 8.53e-18 12.78 -2281.28
 25.551  31.895 2.01e-17 1.28e-17 9.23e-18 14.29 -2281.53
 25.668  31.727 1.39e-17 1.11e-17 7.20e-18 13.28 -2281.42
 25.674  31.787 1.95e-17 1.31e-17 9.31e-18 12.90 -2281.27
 25.700  31.768 1.45e-17 1.06e-17 7.41e-18 11.39 -2281.31
