x y flux0 flux1 flux2 width rv
 21.292   6.285 1.50e-17 1.18e-17 8.30e-18 14.69 -2571.39
 21.305   6.466 1.79e-17 1.38e-17 6.89e-18 11.37 -2571.11
 21.337   6.232 1.57e-17 1.06e-17 9.51e-18 12.41 -2571.37
 21.343   6.288 1.74e-17 1.18e-17 7.88e-18 10.61 -2571.19
 21.355   6.159 1.45e-17 1.54e-17 9.66e-18 16.18 -2571.21
 21.357   6.189 1.88e-17 1.12e-17 6.90e-18 11.26 -2571.31
 21.368   6.223 1.30e-17 1.45e-17 8.38e-18 13.84 -2571.29
 21.369   6.230 1.30e-17 1.09e-17 7.24e-18 16.59 -2571.30
 21.372   6.242 1.50e-17 1.14e-17 9.82e-18 18.52 -2571.41
 21.374   6.265 1.32e-17 1.35e-17 5.05e-18 10.36 -2571.17
 21.375   6.242 2.09e-17 1.14e-17 1.05e-17  9.05 -2571.44
 21.381   6.235 1.11e-17 1.55e-17 9.47e-18 19.06 -2571.55
 21.385   6.234 1.23e-17 1.29e-17 7.20e-18 11.11 -2571.31
 21.386   6.222 1.26e-17 1.05e-17 6.59e-18 12.34 -2571.18
 21.398   6.304 1.66e-17 1.49e-17 7.31e-18 18.14 -2571.30
 21.398   6.271 1.58e-17 1.10e-17 7.91e-18 13.50 -2571.33
 21.404   6.262 1.66e-17 1.13e-17 8.12e-18 15.21 -2571.22
 21.919  14.621 1.64e-17 1.27e-17 8.26e-18 13.51 -2603.99
 22.062  14.525 1.97e-17 1.33e-17 6.77e-18 11.56 -2604.11
 22.220  14.460 1.31e-17 1.25e-17 6.32e-18 10.97 -2604.05
 22.236  14.493 1.41e-17 1.17e-17 7.05e-18  9.84 -2604.13
 22.238  14.489 1.59e-17 1.07e-17 7.49e-18 12.31 -2603.91
 22.238  14.495 1.35e-17 1.10e-17 6.63e-18 13.56 -2604.06
 22.239  14.517 2.10e-17 1.36e-17 9.91e-18 12.30 -2604.06
 22.245  14.463 1.29e-17 1.02e-17 6.43e-18 11.48 -2604.22
 22.261  14.608 1.47e-17 1.12e-17 7.74e-18  9.75 -2603.89
 22.264  14.508 1.59e-17 1.11e-17 6.99e-18 10.75 -2604.07
 22.280  14.424 1.45e-17 1.20e-17 7.78e-18 11.33 -2604.26
 22.283  14.468 1.25e-17 1.16e-17 9.52e-18 11.58 -2603.73
 22.336  14.417 1.60e-17 1.31e-17 6.75e-18 10.86 -2604.03
 22.478  14.164 1.08e-17 1.28e-17 5.33e-18 16.00 -2604.27
 26.987   2.569 2.32e-17 2.26e-17 1.36e-17 29.05 -1604.69
 26.994   2.999 3.42e-17 2.67e-17 2.17e-17 26.77 -1604.66
 27.165   2.919 4.06e-17 2.27e-17 1.66e-17 18.61 -1604.50
 27.175   2.609 3.80e-17 2.81e-17 1.78e-17 17.35 -1604.72
 27.258   2.887 4.91e-17 3.35e-17 2.18e-17 22.45 -1604.62
 27.267   3.001 3.29e-17 2.32e-17 1.27e-17 19.58 -1604.48
 27.282   2.842 4.20e-17 3.28e-17 1.63e-17 10.00 -1604.53
 27.285   2.936 3.91e-17 3.49e-17 2.78e-17 32.34 -1604.50
 27.285   3.013 4.15e-17 2.39e-17 1.73e-17 24.39 -1604.52
 27.289   2.841 4.56e-17 3.46e-17 2.27e-17 14.82 -1604.89
 27.296   2.744 3.35e-17 2.75e-17 2.23e-17 10.21 -1604.71
 27.299   2.861 5.01e-17 3.60e-17 2.40e-17 23.23 -1604.69
 27.306   2.825 3.62e-17 2.31e-17 2.13e-17 16.64 -1604.81
 27.316   2.764 3.39e-17 2.53e-17 1.50e-17 25.23 -1604.75
 27.317   2.980 3.19e-17 3.24e-17 1.60e-17 20.40 -1604.63
 27.355   2.626 5.04e-17 3.03e-17 2.21e-17 22.68 -1604.79
 27.390   3.140 2.98e-17 2.42e-17 1.29e-17 16.19 -1604.71
 27.409   2.995 2.84e-17 2.51e-17 2.03e-17 23.64 -1604.63
 27.444   2.891 3.09e-17 2.49e-17 1.59e-17 28.75 -1604.66
 27.558   2.435 3.13e-17 2.11e-17 1.79e-17 15.02 -1604.51
 28.090   4.339 4.29e-17 3.13e-17 1.94e-17 19.30 -1603.81
