Time,Flux
0.0,1.1351879202649555
1.0,1.1312638066891225
2.0,1.1258557538669092
3.0,1.1411409732518283
4.0,1.1628735317562868
5.0,1.146909986680864
6.0,1.1692255937338745
7.0,1.1600267014553132
8.0,1.1152441240124966
9.0,1.1008231753525493
10.0,1.1021220933473073
11.0,1.075375203297343
12.0,1.064606552175497
13.0,1.0783859296999283
14.0,1.04992060877218
15.0,1.0180410961804034
16.0,1.02820405363033
17.0,1.016561290242382
18.0,1.0004184531561342
19.0,0.9849886638233075
20.0,1.000274449811269
21.0,0.9872463562228879
22.0,1.0293326461350145
23.0,0.9980569093585525
24.0,1.0291238349573906
25.0,1.0142674033294847
26.0,1.020546814727466
27.0,1.0268771168139714
28.0,1.0477948497827378
29.0,1.0662512280252823
30.0,1.0384172378043723
31.0,1.0440169994042372
32.0,1.0122944051852958
33.0,1.0606255839793066
34.0,1.080684777201907
35.0,1.08920783592007
36.0,1.0700382437290406
37.0,1.0822863419952322
38.0,1.0653678753651377
39.0,1.0866497941516977
40.0,1.0959223891589576
41.0,1.088674507086459
42.0,1.1038420867916192
43.0,1.088701469536023
44.0,1.0972401511940233
45.0,1.109207006883404
46.0,1.1139265917711016
47.0,1.1037317546904601
48.0,1.1297756801526118
49.0,1.1243281959971279
50.0,1.1324370508815886
51.0,1.1193305497301664
52.0,1.1258073690428831
53.0,1.153707522175829
54.0,1.1327596794295067
55.0,1.1425679875457468
56.0,1.150190502370644
57.0,1.1230531135469606
58.0,1.089612723985582
59.0,1.126250219771209
60.0,1.104993473374471
61.0,1.0977081851745545
62.0,1.101331732770386
63.0,1.0572278552594134
64.0,1.0604863012582142
65.0,1.0393576151355342
66.0,1.0152150007406455
67.0,1.0142440024274677
68.0,1.0109368998703676
69.0,1.0160578409147445
70.0,0.9942055163276887
71.0,1.0205778415994746
72.0,1.0016010724489102
73.0,1.0144241892894115
74.0,1.0514807600991876
75.0,1.051526056711054
76.0,1.0274204964332967
77.0,1.0315009136722166
78.0,1.0292763640525846
79.0,1.0289981850924337
80.0,1.0241862865678664
81.0,1.0571080186413917
82.0,1.0659197796568232
83.0,1.03710136582718
84.0,1.0810197347957475
85.0,1.0551687770397487
86.0,1.0619333320882554
87.0,1.0717327808570698
88.0,1.098716719735121
89.0,1.092686661003167
90.0,1.095783997130772
91.0,1.0839964572936425
92.0,1.0848207699714805
93.0,1.0572517278924507
94.0,1.1106761059893422
95.0,1.1155550635277403
96.0,1.1099661956977962
97.0,1.0921727458822847
98.0,1.118537657723329
99.0,1.1093620397176573
100.0,1.1634115492756667
101.0,1.1262593270451489
102.0,1.123197066559497
103.0,1.1448775879712352
104.0,1.1721277231864573
105.0,1.151211339931013
106.0,1.1576316638066921
107.0,1.1446082021372956
108.0,1.1154747183417415
109.0,1.1272301050158933
110.0,1.0955365098953183
111.0,1.0625021393425134
112.0,1.0956598302310683
113.0,1.0752708485075995
114.0,1.0615064312360698
115.0,1.0369260512921032
116.0,1.0255274764407922
117.0,1.0096467911367502
118.0,1.012619381327876
119.0,0.9995006352461278
